"last_name, first_name","player_id","year","hit","strikeout","walk","batting_avg","slg_percent","babip","r_total_stolen_base","b_gnd_into_dp","b_hit_by_pitch","b_hit_ground","xba",""
"Edman, Tommy","669242","2022","153","111","46",".265",".400",".308","32","10","5","62",".258",
"Smith, Will","669257","2022","132","96","56",".260",".465",".276","1","11","10","25",".257",
"Suwinski, Jack","669261","2022","66","114","41",".202",".411",".242","4","5","4","20",".204",
"Espinal, Santiago","669289","2022","120","68","36",".267",".370",".300","6","12","2","40",".263",
"Miranda, Jose","669304","2022","119","91","28",".268",".426",".307","1","19","10","40",".253",
"Thompson, Bubba","669352","2022","45","56","7",".265",".312",".389","18","2","2","32",".171",
"Gorman, Nolan","669357","2022","64","103","28",".226",".420",".301","1","2","2","9",".239",
"Hiura, Keston","669374","2022","53","111","23",".226",".449",".355","5","3","8","12",".205",
"Burger, Jake","669394","2022","42","56","10",".250",".458",".324","0","7","3","15",".225",
"Allen, Nick","669397","2022","62","64","19",".207",".291",".250","3","5","1","29",".210",
"Hummel, Cooper","669450","2022","31","64","23",".176",".307",".255","4","4","1","9",".210",
"Smith, Josh H.","669701","2022","42","50","28",".197",".249",".244","4","1","7","14",".224",
"Hays, Austin","669720","2022","134","114","34",".250",".413",".289","2","11","10","53",".240",
"Hall, Darick","669742","2022","34","44","5",".250",".522",".301","0","3","1","6",".232",
"Call, Alex","669743","2022","27","30","15",".237",".412",".278","3","2","2","5",".212",
"Toglia, Michael","669911","2022","24","44","9",".216",".378",".338","1","2","0","4",".218",
"Lopez, Nicky","670032","2022","99","63","29",".227",".273",".265","13","8","4","38",".243",
"Alvarez, Yordan","670541","2022","144","106","78",".306",".613",".320","1","12","6","28",".329",
"Paredes, Isaac","670623","2022","68","67","44",".205",".435",".195","0","12","4","18",".210",
"Brosseau, Mike","670712","2022","36","48","14",".255",".418",".345","2","0","5","15",".213",
"Walls, Taylor","670764","2022","70","120","52",".172",".285",".221","10","6","2","20",".196",
"Gonzalez, Luis","670768","2022","78","75","30",".251",".357",".312","10","5","4","36",".215",
"Friedl Jr., TJ","670770","2022","54","40","20",".240",".436",".251","7","3","7","19",".215",
"Waters, Drew","671221","2022","23","40","12",".240",".479",".353","0","1","0","7",".198",
"Garcia, Luis","671277","2022","99","84","11",".275",".408",".337","3","6","1","34",".260",
"Harris II, Michael","671739","2022","123","107","21",".297",".514",".361","20","7","5","50",".268",
"Kelenic, Jarred","672284","2022","23","61","16",".141",".313",".167","5","3","1","5",".174",
"Kirk, Alejandro","672386","2022","134","58","63",".285",".415",".299","0","11","4","59",".278",
"Perdomo, Geraldo","672695","2022","84","103","50",".195",".262",".243","9","3","5","30",".213",
"Marcano, Tucupita","672779","2022","33","44","10",".206",".306",".270","2","1","1","14",".172",
"Robert Jr., Luis","673357","2022","108","77","17",".284",".426",".329","11","6","3","40",".272",
"Kim, Ha-Seong","673490","2022","130","100","51",".251",".383",".290","12","9","7","42",".250",
"Suzuki, Seiya","673548","2022","104","110","42",".262",".433",".326","9","8","4","37",".247",
"Jung, Josh","673962","2022","20","39","4",".204",".418",".278","2","2","0","2",".225",
"Smith, Kevin","675656","2022","25","42","7",".180",".302",".237","4","5","0","8",".186",
"Velazquez, Nelson","676369","2022","38","65","19",".205",".373",".281","5","5","2","13",".209",
"Clement, Ernie","676391","2022","30","26","11",".184",".209",".217","0","3","2","13",".235",
"Barrero, Jose","676480","2022","25","76","9",".152",".206",".264","4","4","0","10",".140",
"Madris, Bligh","676632","2022","20","31","10",".177",".265",".235","2","0","0","8",".211",
"Meyers, Jake","676694","2022","34","54","7",".227",".313",".344","2","1","2","12",".205",
"Trejo, Alan","676701","2022","32","31","5",".271",".424",".337","1","3","2","4",".242",
"McCormick, Chas","676801","2022","88","106","46",".245",".407",".308","4","5","1","29",".232",
"Franco, Wander","677551","2022","87","33","26",".277",".417",".290","8","5","0","24",".285",
"Rodriguez, Julio","677594","2022","145","145","40",".284",".509",".345","25","7","8","58",".254",
"Duran, Ezequiel","677649","2022","49","54","12",".236",".365",".295","4","3","0","21",".216",
"Thomas, Alek","677950","2022","88","74","22",".231",".344",".263","4","6","3","40",".238",
"Witt Jr., Bobby","677951","2022","150","135","30",".254",".428",".295","30","12","6","53",".252",
"Torkelson, Spencer","679529","2022","73","99","37",".203",".319",".255","0","12","5","22",".226",
"Vavra, Terrin","679631","2022","23","19","12",".258",".337",".310","0","2","0","8",".264",
"Palacios, Richie","680700","2022","26","20","9",".232",".286",".280","2","2","1","9",".244",
"Kwan, Steven","680757","2022","168","60","62",".298",".400",".323","19","9","7","68",".268",
"Duran, Jarren","680776","2022","45","63","14",".221",".363",".302","7","1","4","19",".219",
"Jeffers, Ryan","680777","2022","44","62","23",".208",".363",".259","0","6","0","14",".218",
"Burdick, Peyton","680814","2022","19","35","8",".207",".380",".283","1","1","2","6",".205",
"Miller, Owen","680911","2022","103","93","32",".243",".351",".290","2","8","7","34",".246",
"Donovan, Brendan","680977","2022","110","70","60",".281",".379",".330","2","8","14","44",".266",
"Stott, Bryson","681082","2022","100","89","36",".234",".358",".274","12","3","1","43",".237",
"Bride, Jonah","681146","2022","33","32","19",".204",".247",".246","1","4","4","16",".217",
"Carpenter, Kerry","681481","2022","26","32","6",".252",".485",".303","0","0","3","6",".211",
"Villar, David","681584","2022","36","58","18",".231",".455",".300","0","4","6","9",".187",
"Eaton, Nate","681987","2022","28","30","10",".264",".387",".346","11","2","2","8",".233",
"Abrams, CJ","682928","2022","70","50","5",".246",".324",".291","7","5","9","33",".241",
"Greene, Riley","682985","2022","95","120","36",".253",".362",".354","1","8","3","40",".246",
"Carroll, Corbin","682998","2022","27","31","8",".260",".500",".333","2","1","3","9",".221",
"Henderson, Gunnar","683002","2022","30","34","16",".259",".440",".333","1","1","0","12",".250",
"Vaughn, Andrew","683734","2022","138","96","31",".271",".429",".301","0","13","9","49",".255",
"Pasquantino, Vinnie","686469","2022","76","34","35",".295",".450",".306","1","5","3","22",".289",
"Massey, Michael","686681","2022","42","46","9",".243",".376",".304","3","1","8","9",".243",
"Grissom, Vaughn","687093","2022","41","34","11",".291",".440",".350","5","0","3","15",".259",
